CountryName,Year,GDPValue
Brunei Darussalam,1960,
Brunei Darussalam,1961,
Brunei Darussalam,1962,
Brunei Darussalam,1963,
Brunei Darussalam,1964,
Brunei Darussalam,1965,114040245.7
Brunei Darussalam,1966,132758395.4
Brunei Darussalam,1967,139030445.6
Brunei Darussalam,1968,160819286.6
Brunei Darussalam,1969,161211289.7
Brunei Darussalam,1970,179080099.3
Brunei Darussalam,1971,197523179.2
Brunei Darussalam,1972,270818555.8
Brunei Darussalam,1973,433092003.6
Brunei Darussalam,1974,1073577086
Brunei Darussalam,1975,1168304306
Brunei Darussalam,1976,1423061357
Brunei Darussalam,1977,1732721161
Brunei Darussalam,1978,1941600704
Brunei Darussalam,1979,2803780006
Brunei Darussalam,1980,4928824958
Brunei Darussalam,1981,4366213850
Brunei Darussalam,1982,4264252336
Brunei Darussalam,1983,3844723142
Brunei Darussalam,1984,3782523088
Brunei Darussalam,1985,3523612563
Brunei Darussalam,1986,2358592817
Brunei Darussalam,1987,2754463438
Brunei Darussalam,1988,2690717551
Brunei Darussalam,1989,2985467979
Brunei Darussalam,1990,3520551724
Brunei Darussalam,1991,3701667053
Brunei Darussalam,1992,4183548189
Brunei Darussalam,1993,4105706152
Brunei Darussalam,1994,4087337960
Brunei Darussalam,1995,4734020037
Brunei Darussalam,1996,5115602837
Brunei Darussalam,1997,5197332974
Brunei Darussalam,1998,4051147228
Brunei Darussalam,1999,4600000000
Brunei Darussalam,2000,6001153306
Brunei Darussalam,2001,5601090584
Brunei Darussalam,2002,5843329108
Brunei Darussalam,2003,6557333085
Brunei Darussalam,2004,7872333215
Brunei Darussalam,2005,9531402848
Brunei Darussalam,2006,11470703002
Brunei Darussalam,2007,12247694247
Brunei Darussalam,2008,14393099069
Brunei Darussalam,2009,10732366286
Brunei Darussalam,2010,13707370737
Brunei Darussalam,2011,18525319978
Brunei Darussalam,2012,19047940301
Brunei Darussalam,2013,18093829923
Brunei Darussalam,2014,17098342541
Brunei Darussalam,2015,12930394938
Brunei Darussalam,2016,11400854268
Brunei Darussalam,2017,12128104859
Brunei Darussalam,2018,13567351175
Brunei Darussalam,2019,13469422959
Brunei Darussalam,2020,12005825770
Brunei Darussalam,2021,14006569576
Cambodia,1960,637142865.7
Cambodia,1961,642857134.3
Cambodia,1962,660000008.6
Cambodia,1963,728571437.1
Cambodia,1964,782857128.6
Cambodia,1965,868571428.6
Cambodia,1966,914285714.3
Cambodia,1967,962857134.3
Cambodia,1968,1065714249
Cambodia,1969,978873232.4
Cambodia,1970,718401157.7
Cambodia,1971,969911421.4
Cambodia,1972,505549441.4
Cambodia,1973,702899156
Cambodia,1974,588443893.7
Cambodia,1975,
Cambodia,1976,
Cambodia,1977,
Cambodia,1978,
Cambodia,1979,
Cambodia,1980,
Cambodia,1981,
Cambodia,1982,
Cambodia,1983,
Cambodia,1984,
Cambodia,1985,
Cambodia,1986,
Cambodia,1987,
Cambodia,1988,
Cambodia,1989,
Cambodia,1990,
Cambodia,1991,
Cambodia,1992,
Cambodia,1993,2533727592
Cambodia,1994,2791435272
Cambodia,1995,3441205693
Cambodia,1996,3506695720
Cambodia,1997,3443413389
Cambodia,1998,3120425503
Cambodia,1999,3517242477
Cambodia,2000,3654031716
Cambodia,2001,3984000517
Cambodia,2002,4284028483
Cambodia,2003,4658246918
Cambodia,2004,5337833248
Cambodia,2005,6293046162
Cambodia,2006,7274595707
Cambodia,2007,8639235842
Cambodia,2008,10351914093
Cambodia,2009,10401851851
Cambodia,2010,11242275199
Cambodia,2011,12829541141
Cambodia,2012,14054443213
Cambodia,2013,15227991395
Cambodia,2014,16702610842
Cambodia,2015,18049954289
Cambodia,2016,20016747754
Cambodia,2017,22177200512
Cambodia,2018,24571753583
Cambodia,2019,27089389787
Cambodia,2020,25872798012
Cambodia,2021,26961061120
China,1960,59716467625
China,1961,50056868958
China,1962,47209359006
China,1963,50706799903
China,1964,59708343489
China,1965,70436266147
China,1966,76720285970
China,1967,72881631327
China,1968,70846535056
China,1969,79705906247
China,1970,92602973434
China,1971,99800958648
China,1972,1.14E+11
China,1973,1.39E+11
China,1974,1.44E+11
China,1975,1.63E+11
China,1976,1.54E+11
China,1977,1.75E+11
China,1978,1.50E+11
China,1979,1.78E+11
China,1980,1.91E+11
China,1981,1.96E+11
China,1982,2.05E+11
China,1983,2.31E+11
China,1984,2.60E+11
China,1985,3.09E+11
China,1986,3.01E+11
China,1987,2.73E+11
China,1988,3.12E+11
China,1989,3.48E+11
China,1990,3.61E+11
China,1991,3.83E+11
China,1992,4.27E+11
China,1993,4.45E+11
China,1994,5.64E+11
China,1995,7.35E+11
China,1996,8.64E+11
China,1997,9.62E+11
China,1998,1.03E+12
China,1999,1.09E+12
China,2000,1.21E+12
China,2001,1.34E+12
China,2002,1.47E+12
China,2003,1.66E+12
China,2004,1.96E+12
China,2005,2.29E+12
China,2006,2.75E+12
China,2007,3.55E+12
China,2008,4.59E+12
China,2009,5.10E+12
China,2010,6.09E+12
China,2011,7.55E+12
China,2012,8.53E+12
China,2013,9.57E+12
China,2014,1.05E+13
China,2015,1.11E+13
China,2016,1.12E+13
China,2017,1.23E+13
China,2018,1.39E+13
China,2019,1.43E+13
China,2020,1.47E+13
China,2021,1.77E+13
Indonesia,1960,
Indonesia,1961,
Indonesia,1962,
Indonesia,1963,
Indonesia,1964,
Indonesia,1965,
Indonesia,1966,
Indonesia,1967,5667756645
Indonesia,1968,7076465295
Indonesia,1969,8337423313
Indonesia,1970,9150684932
Indonesia,1971,9333536360
Indonesia,1972,10997590361
Indonesia,1973,16273253012
Indonesia,1974,25802409639
Indonesia,1975,30463855422
Indonesia,1976,37269156627
Indonesia,1977,45808915663
Indonesia,1978,51455719100
Indonesia,1979,51400186379
Indonesia,1980,72482337371
Indonesia,1981,85518233450
Indonesia,1982,90158449307
Indonesia,1983,81052283404
Indonesia,1984,84853699995
Indonesia,1985,85289491747
Indonesia,1986,79954072569
Indonesia,1987,75929617576
Indonesia,1988,84300174476
Indonesia,1989,94451427898
Indonesia,1990,1.06E+11
Indonesia,1991,1.17E+11
Indonesia,1992,1.28E+11
Indonesia,1993,1.58E+11
Indonesia,1994,1.77E+11
Indonesia,1995,2.02E+11
Indonesia,1996,2.27E+11
Indonesia,1997,2.16E+11
Indonesia,1998,95445547873
Indonesia,1999,1.40E+11
Indonesia,2000,1.65E+11
Indonesia,2001,1.60E+11
Indonesia,2002,1.96E+11
Indonesia,2003,2.35E+11
Indonesia,2004,2.57E+11
Indonesia,2005,2.86E+11
Indonesia,2006,3.65E+11
Indonesia,2007,4.32E+11
Indonesia,2008,5.10E+11
Indonesia,2009,5.40E+11
Indonesia,2010,7.55E+11
Indonesia,2011,8.93E+11
Indonesia,2012,9.18E+11
Indonesia,2013,9.13E+11
Indonesia,2014,8.91E+11
Indonesia,2015,8.61E+11
Indonesia,2016,9.32E+11
Indonesia,2017,1.02E+12
Indonesia,2018,1.04E+12
Indonesia,2019,1.12E+12
Indonesia,2020,1.06E+12
Indonesia,2021,1.19E+12
Lao PDR,1960,
Lao PDR,1961,
Lao PDR,1962,
Lao PDR,1963,
Lao PDR,1964,
Lao PDR,1965,
Lao PDR,1966,
Lao PDR,1967,
Lao PDR,1968,
Lao PDR,1969,
Lao PDR,1970,
Lao PDR,1971,
Lao PDR,1972,
Lao PDR,1973,
Lao PDR,1974,
Lao PDR,1975,
Lao PDR,1976,
Lao PDR,1977,
Lao PDR,1978,
Lao PDR,1979,
Lao PDR,1980,
Lao PDR,1981,
Lao PDR,1982,
Lao PDR,1983,
Lao PDR,1984,1757142806
Lao PDR,1985,2366666616
Lao PDR,1986,1776842041
Lao PDR,1987,1087273104
Lao PDR,1988,598961269.3
Lao PDR,1989,714046821.1
Lao PDR,1990,865559856.2
Lao PDR,1991,1028087972
Lao PDR,1992,1127806945
Lao PDR,1993,1327748655
Lao PDR,1994,1543606345
Lao PDR,1995,1763536305
Lao PDR,1996,1873671550
Lao PDR,1997,1747011857
Lao PDR,1998,1280177839
Lao PDR,1999,1454430642
Lao PDR,2000,1731198022
Lao PDR,2001,1768619058
Lao PDR,2002,1758176653
Lao PDR,2003,2023324407
Lao PDR,2004,2366398120
Lao PDR,2005,2735558726
Lao PDR,2006,3455031448
Lao PDR,2007,4223152219
Lao PDR,2008,5446434032
Lao PDR,2009,5836138127
Lao PDR,2010,7131773633
Lao PDR,2011,8750107402
Lao PDR,2012,10192848926
Lao PDR,2013,11983252611
Lao PDR,2014,13279248479
Lao PDR,2015,14426381187
Lao PDR,2016,15912495369
Lao PDR,2017,17071162084
Lao PDR,2018,18141651381
Lao PDR,2019,18740559554
Lao PDR,2020,18981800705
Lao PDR,2021,18827148530
Malaysia,1960,1916241997
Malaysia,1961,1901868548
Malaysia,1962,2001502679
Malaysia,1963,2510126748
Malaysia,1964,2674441396
Malaysia,1965,2956356984
Malaysia,1966,3143538482
Malaysia,1967,3188945512
Malaysia,1968,3330393310
Malaysia,1969,3664575983
Malaysia,1970,3864170913
Malaysia,1971,4244340334
Malaysia,1972,5043268549
Malaysia,1973,7662996767
Malaysia,1974,9496074114
Malaysia,1975,9298800799
Malaysia,1976,11050125905
Malaysia,1977,13139397879
Malaysia,1978,16358376511
Malaysia,1979,21213672089
Malaysia,1980,24488033442
Malaysia,1981,25004557094
Malaysia,1982,26804401816
Malaysia,1983,30346788438
Malaysia,1984,33943505718
Malaysia,1985,31200161095
Malaysia,1986,27734562640
Malaysia,1987,32181695507
Malaysia,1988,35271880250
Malaysia,1989,38848567631
Malaysia,1990,44024178343
Malaysia,1991,49143148094
Malaysia,1992,59167550163
Malaysia,1993,66894837030
Malaysia,1994,74478356958
Malaysia,1995,88705342903
Malaysia,1996,1.01E+11
Malaysia,1997,1.00E+11
Malaysia,1998,72167498981
Malaysia,1999,79148421053
Malaysia,2000,93789736842
Malaysia,2001,92783947368
Malaysia,2002,1.01E+11
Malaysia,2003,1.10E+11
Malaysia,2004,1.25E+11
Malaysia,2005,1.44E+11
Malaysia,2006,1.63E+11
Malaysia,2007,1.94E+11
Malaysia,2008,2.31E+11
Malaysia,2009,2.02E+11
Malaysia,2010,2.55E+11
Malaysia,2011,2.98E+11
Malaysia,2012,3.14E+11
Malaysia,2013,3.23E+11
Malaysia,2014,3.38E+11
Malaysia,2015,3.01E+11
Malaysia,2016,3.01E+11
Malaysia,2017,3.19E+11
Malaysia,2018,3.59E+11
Malaysia,2019,3.65E+11
Malaysia,2020,3.37E+11
Malaysia,2021,3.73E+11
Myanmar,1960,
Myanmar,1961,584351384.5
Myanmar,1962,612517344.8
Myanmar,1963,659976659.6
Myanmar,1964,475197381.9
Myanmar,1965,402619413.6
Myanmar,1966,317816210
Myanmar,1967,328182434.5
Myanmar,1968,531186357.4
Myanmar,1969,551379225.9
Myanmar,1970,578992638.8
Myanmar,1971,559378375.7
Myanmar,1972,634525053.1
Myanmar,1973,667038769.1
Myanmar,1974,1000557950
Myanmar,1975,1128484859
Myanmar,1976,1155595925
Myanmar,1977,1000350727
Myanmar,1978,916914661.3
Myanmar,1979,919525191.6
Myanmar,1980,1010596805
Myanmar,1981,1064867669
Myanmar,1982,1302701537
Myanmar,1983,1427209836
Myanmar,1984,1354699245
Myanmar,1985,1310837294
Myanmar,1986,1590096759
Myanmar,1987,1448003804
Myanmar,1988,1392547743
Myanmar,1989,1674823311
Myanmar,1990,2036373523
Myanmar,1991,2137184858
Myanmar,1992,2216072577
Myanmar,1993,2809748387
Myanmar,1994,3821535780
Myanmar,1995,4879257848
Myanmar,1996,5759624742
Myanmar,1997,5633070603
Myanmar,1998,4613071495
Myanmar,1999,5643818689
Myanmar,2000,6849321646
Myanmar,2001,6220270632
Myanmar,2002,6110632858
Myanmar,2003,7754647428
Myanmar,2004,9390855298
Myanmar,2005,10588433069
Myanmar,2006,11863016315
Myanmar,2007,15591182545
Myanmar,2008,23013015832
Myanmar,2009,29455165595
Myanmar,2010,37796052939
Myanmar,2011,54118601975
Myanmar,2012,58318677645
Myanmar,2013,60572257122
Myanmar,2014,63264892768
Myanmar,2015,63045305229
Myanmar,2016,60291736894
Myanmar,2017,61449392056
Myanmar,2018,67144725831
Myanmar,2019,68697759361
Myanmar,2020,78930257227
Myanmar,2021,65067808985
Philippines,1960,7515886651
Philippines,1961,8171186335
Philippines,1962,4954529277
Philippines,1963,5505055618
Philippines,1964,5953766854
Philippines,1965,6517304758
Philippines,1966,7189017888
Philippines,1967,7724873935
Philippines,1968,8632749269
Philippines,1969,9571800653
Philippines,1970,7559179530
Philippines,1971,8375086047
Philippines,1972,9067872579
Philippines,1973,11412421020
Philippines,1974,15607825071
Philippines,1975,16875240684
Philippines,1976,19380945793
Philippines,1977,22283185056
Philippines,1978,25762077666
Philippines,1979,31218507870
Philippines,1980,36848242784
Philippines,1981,40499645207
Philippines,1982,42206011275
Philippines,1983,37759237658
Philippines,1984,35730202751
Philippines,1985,34961565263
Philippines,1986,33987178952
Philippines,1987,37791442731
Philippines,1988,43152077818
Philippines,1989,48513735779
Philippines,1990,50508286642
Philippines,1991,51784207132
Philippines,1992,60422309295
Philippines,1993,62036625222
Philippines,1994,73159245526
Philippines,1995,84644220101
Philippines,1996,94648084429
Philippines,1997,94106183450
Philippines,1998,74492325248
Philippines,1999,85640133800
Philippines,2000,83669693589
Philippines,2001,78921234458
Philippines,2002,84307291974
Philippines,2003,87039145965
Philippines,2004,95002028505
Philippines,2005,1.07E+11
Philippines,2006,1.28E+11
Philippines,2007,1.56E+11
Philippines,2008,1.82E+11
Philippines,2009,1.76E+11
Philippines,2010,2.08E+11
Philippines,2011,2.34E+11
Philippines,2012,2.62E+11
Philippines,2013,2.84E+11
Philippines,2014,2.97E+11
Philippines,2015,3.06E+11
Philippines,2016,3.19E+11
Philippines,2017,3.28E+11
Philippines,2018,3.47E+11
Philippines,2019,3.77E+11
Philippines,2020,3.62E+11
Philippines,2021,3.94E+11
Singapore,1960,704756304.7
Singapore,1961,764634783.7
Singapore,1962,826244610
Singapore,1963,917614007.6
Singapore,1964,894159153.3
Singapore,1965,974650463.9
Singapore,1966,1096432771
Singapore,1967,1238043904
Singapore,1968,1425715406
Singapore,1969,1659904613
Singapore,1970,1920586698
Singapore,1971,2263785444
Singapore,1972,2721440981
Singapore,1973,3696213333
Singapore,1974,5221534956
Singapore,1975,5633673930
Singapore,1976,6327077974
Singapore,1977,6618585074
Singapore,1978,7517176355
Singapore,1979,9296921724
Singapore,1980,11896256783
Singapore,1981,14175228844
Singapore,1982,16084252378
Singapore,1983,17784112150
Singapore,1984,19749361098
Singapore,1985,19156532746
Singapore,1986,18586746057
Singapore,1987,20919215578
Singapore,1988,25371462488
Singapore,1989,30465364739
Singapore,1990,36144336769
Singapore,1991,45466164978
Singapore,1992,52130263966
Singapore,1993,60603478153
Singapore,1994,73690847191
Singapore,1995,87810991957
Singapore,1996,96295886525
Singapore,1997,1.00E+11
Singapore,1998,85728310229
Singapore,1999,86284660767
Singapore,2000,96074477958
Singapore,2001,89794943350
Singapore,2002,92537752709
Singapore,2003,97645448284
Singapore,2004,1.15E+11
Singapore,2005,1.28E+11
Singapore,2006,1.49E+11
Singapore,2007,1.81E+11
Singapore,2008,1.94E+11
Singapore,2009,1.94E+11
Singapore,2010,2.40E+11
Singapore,2011,2.79E+11
Singapore,2012,2.95E+11
Singapore,2013,3.08E+11
Singapore,2014,3.15E+11
Singapore,2015,3.08E+11
Singapore,2016,3.19E+11
Singapore,2017,3.43E+11
Singapore,2018,3.77E+11
Singapore,2019,3.75E+11
Singapore,2020,3.45E+11
Singapore,2021,3.97E+11
Thailand,1960,2760747472
Thailand,1961,3034043574
Thailand,1962,3308912797
Thailand,1963,3540403457
Thailand,1964,3889129942
Thailand,1965,4388937649
Thailand,1966,5279230817
Thailand,1967,5638461442
Thailand,1968,6081009428
Thailand,1969,6695336567
Thailand,1970,7086538438
Thailand,1971,7375000024
Thailand,1972,8177884553
Thailand,1973,10838587358
Thailand,1974,13703000530
Thailand,1975,14882747955
Thailand,1976,16985211146
Thailand,1977,19779315170
Thailand,1978,24006570178
Thailand,1979,27371699083
Thailand,1980,32353440727
Thailand,1981,34846107862
Thailand,1982,36589797857
Thailand,1983,40042826244
Thailand,1984,41797592963
Thailand,1985,38900692712
Thailand,1986,43096746122
Thailand,1987,50535438696
Thailand,1988,61667199835
Thailand,1989,72250877410
Thailand,1990,85343063966
Thailand,1991,98234695722
Thailand,1992,1.11E+11
Thailand,1993,1.29E+11
Thailand,1994,1.47E+11
Thailand,1995,1.69E+11
Thailand,1996,1.83E+11
Thailand,1997,1.50E+11
Thailand,1998,1.14E+11
Thailand,1999,1.27E+11
Thailand,2000,1.26E+11
Thailand,2001,1.20E+11
Thailand,2002,1.34E+11
Thailand,2003,1.52E+11
Thailand,2004,1.73E+11
Thailand,2005,1.89E+11
Thailand,2006,2.22E+11
Thailand,2007,2.63E+11
Thailand,2008,2.91E+11
Thailand,2009,2.82E+11
Thailand,2010,3.41E+11
Thailand,2011,3.71E+11
Thailand,2012,3.98E+11
Thailand,2013,4.20E+11
Thailand,2014,4.07E+11
Thailand,2015,4.01E+11
Thailand,2016,4.13E+11
Thailand,2017,4.56E+11
Thailand,2018,5.07E+11
Thailand,2019,5.44E+11
Thailand,2020,5.00E+11
Thailand,2021,5.06E+11
United States,1960,5.43E+11
United States,1961,5.63E+11
United States,1962,6.05E+11
United States,1963,6.39E+11
United States,1964,6.86E+11
United States,1965,7.44E+11
United States,1966,8.15E+11
United States,1967,8.62E+11
United States,1968,9.43E+11
United States,1969,1.02E+12
United States,1970,1.07E+12
United States,1971,1.16E+12
United States,1972,1.28E+12
United States,1973,1.43E+12
United States,1974,1.55E+12
United States,1975,1.68E+12
United States,1976,1.87E+12
United States,1977,2.08E+12
United States,1978,2.35E+12
United States,1979,2.63E+12
United States,1980,2.86E+12
United States,1981,3.21E+12
United States,1982,3.34E+12
United States,1983,3.63E+12
United States,1984,4.04E+12
United States,1985,4.34E+12
United States,1986,4.58E+12
United States,1987,4.86E+12
United States,1988,5.24E+12
United States,1989,5.64E+12
United States,1990,5.96E+12
United States,1991,6.16E+12
United States,1992,6.52E+12
United States,1993,6.86E+12
United States,1994,7.29E+12
United States,1995,7.64E+12
United States,1996,8.07E+12
United States,1997,8.58E+12
United States,1998,9.06E+12
United States,1999,9.63E+12
United States,2000,1.03E+13
United States,2001,1.06E+13
United States,2002,1.09E+13
United States,2003,1.15E+13
United States,2004,1.22E+13
United States,2005,1.30E+13
United States,2006,1.38E+13
United States,2007,1.45E+13
United States,2008,1.48E+13
United States,2009,1.45E+13
United States,2010,1.50E+13
United States,2011,1.56E+13
United States,2012,1.63E+13
United States,2013,1.68E+13
United States,2014,1.76E+13
United States,2015,1.82E+13
United States,2016,1.87E+13
United States,2017,1.95E+13
United States,2018,2.05E+13
United States,2019,2.14E+13
United States,2020,2.09E+13
United States,2021,2.30E+13
Vietnam,1960,
Vietnam,1961,
Vietnam,1962,
Vietnam,1963,
Vietnam,1964,
Vietnam,1965,
Vietnam,1966,
Vietnam,1967,
Vietnam,1968,
Vietnam,1969,
Vietnam,1970,
Vietnam,1971,
Vietnam,1972,
Vietnam,1973,
Vietnam,1974,
Vietnam,1975,
Vietnam,1976,
Vietnam,1977,
Vietnam,1978,
Vietnam,1979,
Vietnam,1980,
Vietnam,1981,
Vietnam,1982,
Vietnam,1983,
Vietnam,1984,
Vietnam,1985,14094687821
Vietnam,1986,26336616250
Vietnam,1987,36658108850
Vietnam,1988,25423812649
Vietnam,1989,6293304975
Vietnam,1990,6471740806
Vietnam,1991,9613369520
Vietnam,1992,9866990236
Vietnam,1993,13180953598
Vietnam,1994,16286433533
Vietnam,1995,20736164459
Vietnam,1996,24657470575
Vietnam,1997,26843700442
Vietnam,1998,27209602050
Vietnam,1999,28683659007
Vietnam,2000,31172518403
Vietnam,2001,32685198735
Vietnam,2002,35064105501
Vietnam,2003,39552513316
Vietnam,2004,45427854693
Vietnam,2005,57633255618
Vietnam,2006,66371664817
Vietnam,2007,77414425532
Vietnam,2008,99130304099
Vietnam,2009,1.06E+11
Vietnam,2010,1.47E+11
Vietnam,2011,1.73E+11
Vietnam,2012,1.96E+11
Vietnam,2013,2.14E+11
Vietnam,2014,2.33E+11
Vietnam,2015,2.39E+11
Vietnam,2016,2.57E+11
Vietnam,2017,2.81E+11
Vietnam,2018,3.09E+11
Vietnam,2019,3.30E+11
Vietnam,2020,3.43E+11
Vietnam,2021,3.63E+11
ASEAN Region,1960,13534775290
ASEAN Region,1961,15098941760
ASEAN Region,1962,12363706716
ASEAN Region,1963,13861747927
ASEAN Region,1964,14669551856
ASEAN Region,1965,16222480943
ASEAN Region,1966,18073080278
ASEAN Region,1967,24888151452
ASEAN Region,1968,28304052601
ASEAN Region,1969,31620504877
ASEAN Region,1970,31057634407
ASEAN Region,1971,33318561185
ASEAN Region,1972,37418950073
ASEAN Region,1973,51686501419
ASEAN Region,1974,72493423240
ASEAN Region,1975,79451107955
ASEAN Region,1976,93591174727
ASEAN Region,1977,1.10E+11
ASEAN Region,1978,1.28E+11
ASEAN Region,1979,1.44E+11
ASEAN Region,1980,1.84E+11
ASEAN Region,1981,2.05E+11
ASEAN Region,1982,2.17E+11
ASEAN Region,1983,2.12E+11
ASEAN Region,1984,2.23E+11
ASEAN Region,1985,2.31E+11
ASEAN Region,1986,2.35E+11
ASEAN Region,1987,2.59E+11
ASEAN Region,1988,2.80E+11
ASEAN Region,1989,2.96E+11
ASEAN Region,1990,3.35E+11
ASEAN Region,1991,3.78E+11
ASEAN Region,1992,4.28E+11
ASEAN Region,1993,5.00E+11
ASEAN Region,1994,5.74E+11
ASEAN Region,1995,6.68E+11
ASEAN Region,1996,7.43E+11
ASEAN Region,1997,7.03E+11
ASEAN Region,1998,4.82E+11
ASEAN Region,1999,5.62E+11
ASEAN Region,2000,6.14E+11
ASEAN Region,2001,5.92E+11
ASEAN Region,2002,6.61E+11
ASEAN Region,2003,7.42E+11
ASEAN Region,2004,8.35E+11
ASEAN Region,2005,9.41E+11
ASEAN Region,2006,1.13E+12
ASEAN Region,2007,1.34E+12
ASEAN Region,2008,1.56E+12
ASEAN Region,2009,1.56E+12
ASEAN Region,2010,2.02E+12
ASEAN Region,2011,2.34E+12
ASEAN Region,2012,2.48E+12
ASEAN Region,2013,2.57E+12
ASEAN Region,2014,2.59E+12
ASEAN Region,2015,2.52E+12
ASEAN Region,2016,2.65E+12
ASEAN Region,2017,2.86E+12
ASEAN Region,2018,3.06E+12
ASEAN Region,2019,3.24E+12
ASEAN Region,2020,3.08E+12
ASEAN Region,2021,3.35E+12